item_id,item_type,date,title,sources,article_ids,likely_primary_source,sample_summary
EVT-0044,cross_source_story,1998-11-16,MEETING OF THE REPRESENTATIVES OF POK WITH THE MINISTER OF KRONOS OF THE HEALTH,Daily Pegasus; The Orb,211;628,Daily Pegasus,"Rhe representatives of the social activist group the protectors of Kronos (POK) solved at the beginning of this week with Will stop Nespola, minister of the health to discuss resolutions to the contam"
EVT-0045,cross_source_story,1998-11-17,HEALTH FOR ALL THE REPORT/RATIO OF QUESTIONS ABOUT ELODIS,Athena Speaks; News Desk; The Explainer,442;519;605,Athena Speaks,The international health of group of conscience of water for all (WFA) carried out the test on local water in finding Elodis on high level of dangerous materials in the residential water wells. In a r
EVT-0047,cross_source_story,1999-02-20,GAINS OF THE FILE OF GASTECH INFORMATION,The General Post; The Light of Truth; The Tulip,284;319;706,The General Post,"GAStech international, according to projected the previous east month, disclosed 1998 benefits fiscal of registry of $110 million. GAStech published a previous inspection the 4 of February of the gain"
EVT-0048,cross_source_story,1999-07-04,"Minister Nespola Champions Added Taxes on Oil, Gas Development",International News; News Online Today; The Guide,327;640;821,News Online Today,Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%. The raise in taxes on foreign gas and oil development is ear
EVT-0049,cross_source_story,1999-07-08,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,All News Today; News Online Today,267;612,All News Today,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t
EVT-0050,cross_source_story,1999-07-09,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,The Orb; The Wrap,248;740,The Orb,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the 
EVT-0053,cross_source_story,2000-06-01,LEAF OF THE FACT OF THE PUBLIC HEALTH OF ELODIS - UPDATE,Daily Pegasus; The Orb,672;72,Daily Pegasus,"The environmental consequences of the hyperactive acid retirement of the substratum (HASR), a technique that perforated controversy have taken an enormous toll in the health from the residents of Elod"
EVT-0060,cross_source_story,2001-03-18,"The taxes added on the oil, development of the gas defeated in general to assembly",International News; The Guide; The Truth,296;41;636,The Guide,"A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defend"
EVT-0061,cross_source_story,2001-03-22,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",All News Today; Homeland Illumination; News Online Today,134;391;606,Homeland Illumination,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blo
EVT-0062,cross_source_story,2001-03-24,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK",The Orb; The Wrap,187;459,The Wrap,A measure became taxes at foreign oil and raise gas development which by minister of health Cesare Nespola is presented covered by a broad fork last week at the general meeting. This defeat is a harsh
EVT-0063,cross_source_story,2001-06-15,Minister of Health Dies Suddenly,News Online Today; The Truth; Worldwise,668;746;780,News Online Today,"ABILA, Kronos - It is with great sorrow that we announce the death of Minister of Health Cesare Nespola. Shortly after hearing of Nespola's death, President Kapelou announced that his nephew Vincent K"
EVT-0064,cross_source_story,2001-08-31,Activists Disrupt Traffic Near Tiskele Bend Fields,International News; News Online Today; The Truth,129;544;794,News Online Today,Five young people were arrested yesterday for protesting near the entrance to the Tiskele Bend fields as they called for government action to address their environmental concerns about GAStech's opera
EVT-0065,cross_source_story,2001-09-01,The activists interrupt traffic near fields of the curve of Tiskele,The Guide; Worldwise,328;593,The Guide,They arrested five young people to protest yesterday near the entrance to the fields of the curve of Tiskele whereas they called for the action of the government to treat its environmental preoccupati
EVT-0066,cross_source_story,2001-09-01,POK MEMBERS ARRESTED,News Online Today; The Orb,511;778,News Online Today,Government heavies obstructed the free speech - yet again - of members of the activist group Protectors of Kronos yesterday at a lawful demonstration at the Tiskele Bend fields. The five POK activists
EVT-0067,cross_source_story,2001-09-02,THE MEMBERS OF POK ARRESTED,Daily Pegasus; The Wrap,22;680,Daily Pegasus,Heavies of the government obstructed the free speech - yet again - of the members of the protectors of the group of the activist of Kronos yesterday in a legal demonstration in the fields of the curve
EVT-0068,cross_source_story,2002-05-25,ELODIS PUBLIC HEALTH FACT SHEET 2002,Homeland Illumination; News Online Today,297;688,Homeland Illumination,"The Elodis Community Health Center has published an update to the Wellness for All study performed in 1998. The effects of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique con"
EVT-0069,cross_source_story,2002-05-27,LEAF 2002 OF THE FACT OF THE PUBLIC HEALTH OF ELODIS,Daily Pegasus; The Wrap,115;349,Daily Pegasus,"The center of the health of the community of Elodis has published an update to the health for all the study made in 1998. The effects of the hyperactive acid retirement of the substratum (HASR), a tec"
EVT-0071,cross_source_story,2003-05-19,THE COO OF GAStech DIES IN 73,The General Post; The Light of Truth; The Tulip,164;493;686,The General Post,"Sten Sanjorge Sr., COO of international GAStech, died of an attack of the heart in its writing-desk in the centric headquarters of the center of the company. Although Sanjorge was 73 years, its death "
EVT-0072,cross_source_story,2004-05-29,ELODIS PUBLIC HEALTH FACT SHEET 2004,All News Today; Homeland Illumination,251;737,Homeland Illumination,The Elodis Community Health Center has published an update to the Wellness for All study performed in 1998. The mortality rate and incidence of chronic illness increased over 252% from prior years. Th
EVT-0074,cross_source_story,2005-04-06,Protestors Block Traffic to Tiskele Bend Fields,International News; Kronos Star; News Online Today,179;423;781,Kronos Star,"More than a dozen POK protesters were handcuffed and taken into custody by police Tuesday for blocking access to the Tiskele Bend fields. Before police made the arrests shortly after 9 a.m., the prote"
EVT-0075,cross_source_story,2005-04-08,Traffic of the block from Protestors to the fields of the curve of Tiskele,The Guide; The Truth; Worldwise,595;621;730,The Guide,More than dozen demonstrators POK handle and seizures in safekeeping by the police were put Tuesday to block the access to the fields of the curve of Tiskele. The demonstrators tomorrow arrived the en
EVT-0076,cross_source_story,2005-09-25,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,Central Bulletin; News Desk; News Online Today,113;285;464,Central Bulletin,"The Protectors of Kronos (POK) continue to protest against the Kronos Government and GAStech International alleging pollution, water contamination and a lack of a government response. Lately the prote"
EVT-0077,cross_source_story,2005-09-26,TURN OF PROTESTS Of ELODIS TO the RIOTS AND the ARRESTS,Athena Speaks; The Explainer,383;491,Athena Speaks,"The guards of Kronos (POK) continue to protest against the pollution of international allegation of government and GAStech de Kronos, the contamination of water and a lack of a response of government."
EVT-0082,cross_source_story,2009-02-18,POK Protest at GAStech Headquarters Ends in Arrests,International News; Kronos Star,168;742,Kronos Star,Dozens of protesters attending a Protectors of Kronos (POK) rally in front of the GAStech regional headquarters in Abila were arrested for trespassing this morning. The POK rally was intended to draw 
EVT-0083,cross_source_story,2009-02-19,GASTECH HEADQUARTERS BLOCKED BY POK,Central Bulletin; News Online Today; The Abila Post; The Guide; The Truth,165;335;476;565;807;837,Central Bulletin,A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests f
EVT-0084,cross_source_story,2009-02-20,The protest of POK at GAStech sits of the ends in the arrests,The Explainer; Worldwise,340;808,Worldwise,Dozen protesters being present guards of gathering of Kronos (POK) in front of the regional registered offices of GAStech in Abila was stopped for enfreindre this morning. The gathering of POK was des
EVT-A181,anchor_event,2009-02-20,POK 抗议 GAStech 设施遭逮捕,All News Today; Central Bulletin; Centrum Sentinel; Daily Pegasus; Everyday News; Homeland Illumination; International News; International Times; Kronos Star; News Desk; News Online Today; The Abila Post; The Continent; The Guide; The Light of Truth; The Truth; The Tulip; The World; The Wrap; Who What News; World Journal; Worldwise,17;24;29;56;65;113;121;129;145;149;165;168;195;221;247;268;273;285;313;328;335;387;422;427;431;436;439;461;464;476;544;556;560;593;594;607;742;760;776;794;808;810;837,Kronos Star,Five young people were arrested yesterday for protesting near the entrance to the Tiskele Bend fields as they called for government action to address their environmental concerns about GAStech's opera
EVT-0085,cross_source_story,2009-02-21,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,The Light of Truth; Who What News,675;716,The Light of Truth,"An official report released by Sten Sanjorge Jr., president and CEO of international GASTech, condemns the guards of Kronos as ""illegitimate"" and organization of ""terrorists"". The report came in respo"
EVT-0086,cross_source_story,2009-02-22,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,The General Post; The Tulip,23;529,The General Post,"An official declaration sent by Sten Sanjorge, president of the Jr and the CEO of international GASTech, condemns the protectors of Kronos like ""ilegítimate"" and organization of the ""terrorist"". The d"
EVT-0087,cross_source_story,2009-02-23,"The protectors of Kronos de Kronos declared ""group of the terrorist""",Everyday News; News Online Today; The Continent; World Journal; World Source,201;36;631;643;646,Everyday News,<<Deleted image: POK has celebrated numerous demonstrations in the capital of Kronos de Abila>> To continue reading main history The government of Kronos has declared the protectors of Kronos that a t
EVT-0088,cross_source_story,2009-03-09,THE POK MEETING DRAWS THOUSANDS OF THOSE IN FAVOR,Daily Pegasus; The Orb; The Wrap,217;51;735,Daily Pegasus,"The thousands of demonstrators who take the flags that read ""remember Julian"" and singing ""we wished truth"" reunited in front of the morning of Saturday of the governmental offices of Kronos. The demo"
EVT-0090,cross_source_story,2009-03-13,ARRESTED LEADER KAREL OF POK,Daily Pegasus; News Desk; News Online Today; The Explainer; The Wrap,157;19;577;667;788,Daily Pegasus,"In another unconscionable movement against the citizens of Kronos, the previous police of today arrested leader Elian Karel of POK in false loads of the fiscal evasion. They lead him - manacled - of a"
EVT-0094,cross_source_story,2009-05-17,GASTECH ADOPTS NEW STANDARD,The General Post; The Light of Truth,560;826,The General Post,"International president and CEO Sten Sanjorge Jr., with great fanfare, revealed the new standard of the company, leaves from the process rebranding of the company. During the press conference Sanjorge"
EVT-A182,anchor_event,2009-06-19,Elian Karel 死亡,All News Today; Athena Speaks; Central Bulletin; Daily Pegasus; Everyday News; Homeland Illumination; International News; International Times; Kronos Star; News Desk; News Online Today; The Abila Post; The Continent; The Explainer; The Guide; The Orb; The Truth; The Wrap; World Journal; World Source; Worldwise,0;14;18;24;33;34;54;55;73;74;77;95;132;149;158;161;162;175;184;185;190;204;213;225;249;257;269;282;286;288;300;309;318;334;343;351;353;357;378;385;387;445;454;508;520;523;554;566;570;572;581;620;623;670;698;709;745;753;767;770;799;801;812,The Abila Post,"Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence. The activists are protesting the death yesterday of Elian K"
EVT-0097,cross_source_story,2009-06-21,THE SPONTANEOUS PROTESTS BURST AROUND ABILA,Athena Speaks; Central Bulletin; News Desk; News Online Today; The Guide; The Truth; Worldwise,14;162;191;20;204;309;745;801,Athena Speaks,"the protests burst around the buildings of government of Kronos, the center town, and elsewhere around Abila climbing thereafter in riots and violence. The activists protest yesterday the death of Ela"
EVT-0098,cross_source_story,2009-06-21,ELIAN KAREL DIED IN KRONOS JAIL,Daily Pegasus; The Orb,269;357,Daily Pegasus,"Elian Karel, age 28, died Friday whereas incarcerated illegally in the prison of the city of Abila. Karel was jailed in fraudulent charges of the fiscal evasion after its halting the 12 of March earli"
EVT-0099,cross_source_story,2009-06-22,Profile:  Elian Karel,International Times; News Online Today; World Source,155;24;353,News Online Today,"<<deleted image of Elian Karel speaking at a rally in Abila>> Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point f"
EVT-0100,cross_source_story,2009-06-23,Profile:  Elian Karel,Everyday News; The Continent; World Journal,149;268;387,Everyday News,"<<deleted the image of Elian Karel that spoke in a meeting in Abila>> The voice of the protest for some, demagog for others, protective of popularist of the leader Elian Karel de Kronos became martyr "
EVT-0104,cross_source_story,2010-06-19,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER",Homeland Illumination; News Online Today,286;770,Homeland Illumination,"One year ago today a young man in search of a brighter future for his countrymen died in a cold, cement prison. He was attended only by apathetic guards who had been charged with detaining him pending"
EVT-0105,cross_source_story,2010-06-21,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER",Daily Pegasus; The Orb; The Wrap,158;257;523,Daily Pegasus,"A young man in search of a more shining future for his died countrymen does today of the year in a cold, prison of the cement. The protectors he only took care of apathetic it that they had been loade"
EVT-0122,cross_source_story,2011-11-23,KRONOS POLICE ARREST BLOTTER - ABILA,Central Bulletin; News Online Today,323;37,Central Bulletin,"AWELON, CYNTHE / DOB: 3/20/1981 / Time of Arrest: 0003 hrs / Accused of: DRUG PARAPHERNALIA BLUMIAU, WILLEM / DOB: 2/15/1995 / Time of Arrest: 2215 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE"
EVT-0124,cross_source_story,2012-03-08,Minister of Health Receives Threats from POK,News Online Today; The Truth; Worldwise,228;584;797,News Online Today,"Police sources have stated that Vincent Kapelou, Minister of Health, has received several threatening letters purporting to come from the POK."
EVT-0125,cross_source_story,2012-03-09,THREATS ISSUED BY POK,News Online Today; The Explainer,258;549,News Online Today,"Letters purported to be from the Protectors of Kronos (POK) have been received by Vincent Kapelou, Minister of Health and nephew of President Kapelou."
EVT-0126,cross_source_story,2012-03-10,THE THREATS PUBLISHED BY POK,Athena Speaks; News Desk,104;610,Athena Speaks,"ABILA, Kronos - letters claimed to be from guards of Kronos (POK) were received by Vincent Kapelou, minister of health and nephew of President Kapelou. The menacing letters seem to be the empty threat"
EVT-0129,cross_source_story,2012-06-20,Abila police break up sit-in turned violent at the presidential manor,International Times; World Source,132;282,World Source,"Traffic snarled around the city as Abilians struggle to get to work amid vandalism and looting Early on Tuesday police stormed the front of the presidential mansion and the capital building, breaking "
EVT-0130,cross_source_story,2012-06-20,POK REMEMBERS MARTYRED LEADER,All News Today; Homeland Illumination; News Online Today,18;570;698,Homeland Illumination,"In a touching ceremony Wednesday leaders of the activist group Protectors of Kronos paid tribute to their fallen leader, Elian Karel, who was murdered on 19 June 2009 while being illegally detained in"
EVT-0132,cross_source_story,2012-06-21,The police of Abila breaks itself for above will seat dice returned violent in presidential,Everyday News; News Online Today; The Continent; World Journal,318;343;351;57,Everyday News,The traffic around the city as fight of Abilians to be able to work in the middle of vandalism and of the sacking. At the beginning of the Tuesday police stormed the front of the presidential mansion 
EVT-0135,cross_source_story,2012-06-22,POK REMEMBERS MARTYRED LEADER,Daily Pegasus; The Orb,572;662,Daily Pegasus,"In the stirring leaders of Wednesday of the ceremony of the protectors of the group of the activist of Kronos the tribute paid to its fallen leader, Elian Karel, that was assassinated the 19 of June o"
EVT-0137,cross_source_story,2012-08-22,WHO ARE THE PROTESTERS,News Online Today; The Abila Post,184;54,The Abila Post,"With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters? But not only who are they, what and why are they pr"
EVT-0138,cross_source_story,2012-08-23,WHO ARE THE PROTESTERS,Central Bulletin; News Desk,213;709,Central Bulletin,"ABILA, Kronos - With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters? The Protectors of Kronos or POK wer"
EVT-0139,cross_source_story,2012-08-24,WHO ARE the PROTESTERS,Athena Speaks; The Explainer,300;74,Athena Speaks,"With the approaching third birthday of the death of of Elian Karel - former member of the Protectors of Kronos - the question is: who are the protesters? But not only which is they, which and why they"
EVT-0140,cross_source_story,2012-09-08,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,All News Today; The Orb; The Wrap,0;520;753,All News Today,"Thousands of people lined the roads on Thursday in a display of antigovernment solidarity. Among the demonstrators was Mestache Vardshvna, 23, from the west coast of Kronos. ""This is important, so I t"
EVT-0143,cross_source_story,2013-02-09,Hospitals of Abila that see the affluence of the designer drug users,Everyday News; World Journal,81;93,Everyday News,"The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of "
EVT-0145,cross_source_story,2013-02-24,GAStech,Everyday News; The Continent; World Journal,147;580;648,Everyday News,"It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but n"
EVT-0147,cross_source_story,2013-06-21,WHO BRINGS A GUN TO A SIT IN?,All News Today; The Wrap,341;769,All News Today,"ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years: an end to t"
EVT-0149,cross_source_story,2013-06-22,THE WHO BRINGS A WEAPON TO SEATING INSIDE?,Daily Pegasus; The Orb,575;700,Daily Pegasus,"Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the"
EVT-0152,cross_source_story,2013-10-21,2014/03/26,Everyday News; World Journal,234;687,Everyday News,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d
EVT-0153,cross_source_story,2013-10-22,Multi-Country Task Force Formed,News Online Today; World Source,590;775,News Online Today,"Interpol has announced the formation of a new multi-country task force to combat the increasingly wide distribution of the drug methyldimethyl cathinone (MDMC). This particular blend of the drug MDMC,"
EVT-0154,cross_source_story,2013-11-13,The protests of Kronos explode in violence,Everyday News; News Online Today; The Continent; World Journal,126;446;608;88,Everyday News,"Journalist Shawn Pastorini says that the ""deficiency of the respect"" is supplying of fuel the protests << to continue reading main history >> The demonstrators in Abilia, Kronos have fixed the fire to"
EVT-0159,cross_source_story,2013-12-17,GIANT IPO MAKE SANJORGE BILLIONAIRE,The Tulip; Who What News,360;375,The Tulip,"President and CEO of GAStech international Sten Sanjorge, Jr. can add another description to its name: billionaire. And not only a billionaire, almost a billionaire two times if international sold sha"
EVT-0160,cross_source_story,2013-12-18,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORGE,The General Post; The Light of Truth,1;223,The General Post,"President and CEO of GAStech international Sten Sanjorge Jr can add another description to his name: multimillionaire. And not only a multimillionaire, almost multimillionaire excessive of like parts "
TL-138,timeline,2014-01-20,DISAPPEARED CONFIRMED BY CONTROL FROM GASTECH,Athena Speaks,138,Athena Speaks,"Miriam Avila, an administrative assistant at international GAStech, confirmed that the members of the control of GAStech are in fact missing. One expected that arrives at the reception of government f"
TL-348,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,348,Homeland Illumination,0926 - Welcome to our coverage of today's events. I'm standing outside the GAStech headquarters waiting for the GAStech executives who are expected to appear within the hour. GAStech CEO Sten Sanjorge
TL-525,timeline,2014-01-20,GASTECH CONTROL CONFIRMED MISSING,News Desk,525,News Desk,"Miriam Avila, an administrative employee in international GAStech, have confirmed that the members of the control GAStech in fact missing. The group never would arrive at the reception of the governme"
TL-679,timeline,2014-01-20,DISAPPEARED CONFIRMED GASTECH DIRECTION,The Explainer,679,The Explainer,"Miriam Avila, administrative assistant in international GAStech, has confirmed that the members of the direction of GAStech in fact are lacking. One hoped that it arrived the reception from the govern"
TL-713,timeline,2014-01-20,GASTECH LEADERSHIP CONFIRMED MISSING,The Abila Post,713,The Abila Post,"Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti"
TL-167,timeline,2014-01-21,GASTech Employees Kidnapped in Kronos,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap"
TL-245,timeline,2014-01-21,The employees of GASTech who are kidnapped in Kronos,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare"
TL-396,timeline,2014-01-21,Employees of GASTech removed in Kronos,World Journal,396,World Journal,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, "
TL-460,timeline,2014-01-21,Kidnapped employees of GASTech in Kronos,Everyday News,460,Everyday News,"Fourteen employees feared kidnapped in Kronos for radical an environmental group of the terrorist during a corporative meeting. They fear fourteen employees, including possibly to five executive offic"
