item_id,item_type,date,title,sources,article_ids,likely_primary_source,sample_summary
EVT-0048,cross_source_story,1999-07-04,"Minister Nespola Champions Added Taxes on Oil, Gas Development",International News; News Online Today; The Guide,327;640;821,News Online Today,Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%. The raise in taxes on foreign gas and oil development is ear
EVT-0049,cross_source_story,1999-07-08,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,All News Today; News Online Today,267;612,All News Today,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t
EVT-0050,cross_source_story,1999-07-09,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,The Orb; The Wrap,248;740,The Orb,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the 
EVT-0055,cross_source_story,2000-08-16,SITE OF THE CURVE OF TISKELE OF ROCKS GASTECH OF THE EXPLOSION,The General Post; The Light of Truth; The Tulip,235;277;504,The General Post,"An explosion in a next cushion of the well that it perforated of the gas woke up Rebecca Cato 3 in the morning of Sunday. When she left her home in Elodis, Kronos - a rural municipality outside capita"
EVT-0056,cross_source_story,2000-08-17,TISKELE BEND EXPLOSION AND FIRE,Central Bulletin; News Online Today,256;734,Central Bulletin,"A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings"
EVT-0057,cross_source_story,2000-08-18,EXPLOSION AND FIRE OF CURVE OF TISKELE,Athena Speaks; News Desk; The Explainer,177;295;91,Athena Speaks,"ABILA, Kronos - a spark at GAStech International well with the site of curve of Tiskele fired gas methane several hundreds of feet at the bottom, involving an aerolite and the fire which burned during"
EVT-0059,cross_source_story,2000-10-03,THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,News Desk; The Explainer,311;747,News Desk,People of Kronos have overwhelming new president Dorel Kapelou II. the permitted defeat of former president delouses Araullo yesterday preferred then the early profit in strongly for Kapelou II. came.
EVT-0060,cross_source_story,2001-03-18,"The taxes added on the oil, development of the gas defeated in general to assembly",International News; The Guide; The Truth,296;41;636,The Guide,"A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defend"
EVT-0061,cross_source_story,2001-03-22,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",All News Today; Homeland Illumination; News Online Today,134;391;606,Homeland Illumination,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blo
EVT-0062,cross_source_story,2001-03-24,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK",The Orb; The Wrap,187;459,The Wrap,A measure became taxes at foreign oil and raise gas development which by minister of health Cesare Nespola is presented covered by a broad fork last week at the general meeting. This defeat is a harsh
EVT-0082,cross_source_story,2009-02-18,POK Protest at GAStech Headquarters Ends in Arrests,International News; Kronos Star,168;742,Kronos Star,Dozens of protesters attending a Protectors of Kronos (POK) rally in front of the GAStech regional headquarters in Abila were arrested for trespassing this morning. The POK rally was intended to draw 
EVT-0083,cross_source_story,2009-02-19,GASTECH HEADQUARTERS BLOCKED BY POK,Central Bulletin; News Online Today; The Abila Post; The Guide; The Truth,165;335;476;565;807;837,Central Bulletin,A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests f
EVT-0084,cross_source_story,2009-02-20,The protest of POK at GAStech sits of the ends in the arrests,The Explainer; Worldwise,340;808,Worldwise,Dozen protesters being present guards of gathering of Kronos (POK) in front of the regional registered offices of GAStech in Abila was stopped for enfreindre this morning. The gathering of POK was des
EVT-0085,cross_source_story,2009-02-21,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,The Light of Truth; Who What News,675;716,The Light of Truth,"An official report released by Sten Sanjorge Jr., president and CEO of international GASTech, condemns the guards of Kronos as ""illegitimate"" and organization of ""terrorists"". The report came in respo"
EVT-0086,cross_source_story,2009-02-22,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,The General Post; The Tulip,23;529,The General Post,"An official declaration sent by Sten Sanjorge, president of the Jr and the CEO of international GASTech, condemns the protectors of Kronos like ""ilegítimate"" and organization of the ""terrorist"". The d"
EVT-0088,cross_source_story,2009-03-09,THE POK MEETING DRAWS THOUSANDS OF THOSE IN FAVOR,Daily Pegasus; The Orb; The Wrap,217;51;735,Daily Pegasus,"The thousands of demonstrators who take the flags that read ""remember Julian"" and singing ""we wished truth"" reunited in front of the morning of Saturday of the governmental offices of Kronos. The demo"
EVT-0089,cross_source_story,2009-03-12,POK LEADER ARRESTED,All News Today; Homeland Illumination; International News; Kronos Star; The Abila Post,294;398;437;683;820;836,The Abila Post,"Elian Karel, the charismatic leader of the Protectors of Kronos, was arrested today on charges of tax evasion. Michale Kraft, Karel's lawyer, released a statement asserting that the charges leveled ag"
EVT-0091,cross_source_story,2009-03-13,POK LEADER ARRESTED,Central Bulletin; News Online Today,505;798,Central Bulletin,"Elian Karel, the charismatic leader of the Protectors of Kronos, was arrested today on charges of tax evasion. Michale Kraft, Karel's lawyer, released a statement asserting that the charges leveled ag"
EVT-0092,cross_source_story,2009-03-14,THE CHIEF OF STOPPED POK,Athena Speaks; The Orb,354;455,Athena Speaks,"Elan Carol, the charismatic chief of the guards of Kronos, was stopped today on expenses of tax avoidance. Michale Kraft, the lawyer of Carol, released a report/ratio affirming that the expenses level"
EVT-0095,cross_source_story,2009-06-20,Protest Turns Violent in Abila,Kronos Star; The Abila Post,185;623,Kronos Star,"A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing t"
EVT-0097,cross_source_story,2009-06-21,THE SPONTANEOUS PROTESTS BURST AROUND ABILA,Athena Speaks; Central Bulletin; News Desk; News Online Today; The Guide; The Truth; Worldwise,14;162;191;20;204;309;745;801,Athena Speaks,"the protests burst around the buildings of government of Kronos, the center town, and elsewhere around Abila climbing thereafter in riots and violence. The activists protest yesterday the death of Ela"
EVT-0104,cross_source_story,2010-06-19,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER",Homeland Illumination; News Online Today,286;770,Homeland Illumination,"One year ago today a young man in search of a brighter future for his countrymen died in a cold, cement prison. He was attended only by apathetic guards who had been charged with detaining him pending"
EVT-0105,cross_source_story,2010-06-21,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER",Daily Pegasus; The Orb; The Wrap,158;257;523,Daily Pegasus,"A young man in search of a more shining future for his died countrymen does today of the year in a cold, prison of the cement. The protectors he only took care of apathetic it that they had been loade"
EVT-0112,cross_source_story,2010-12-18,PREOCCUPATIONS OF THE INVESTMENT OF BUSINESS IN KRONOS,The General Post; The Light of Truth,345;432,The General Post,"A survey of the straw of assistants in the economic forum in Davos, Switzerland of the world indicates that the international leaders of business are not interested in making business with the governm"
EVT-0114,cross_source_story,2011-06-20,A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,Homeland Illumination,161;225,Homeland Illumination,"Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest. He had been arrested three months prior for spurious charges of tax evasion and left to linger "
EVT-0115,cross_source_story,2011-06-21,A GLANCE BEHIND IN A CUT TRAGICAL OF THE LIFE PUTS IN SHORT CIRCUIT: ELIAN KAREL,All News Today; Daily Pegasus; News Online Today,175;288;77,Daily Pegasus,"For two years of Elian Karel died yesterday in age 28 in a cell of the jail of Abila, presumably of the failure cardiac. They had arrested it three months previous for the false loads of left fiscal e"
EVT-0117,cross_source_story,2011-06-22,A GLANCE BEHIND TRAGEDY OF CUT OF THE LIFE: ELIAN KAREL,The Orb; The Wrap,249;799,The Orb,"Two years ago yesterday Elian Karel died at age 28 in a cell of prison of Abila, supposedly of heart stop. He had been stopped three months former for incidental expense of tax avoidance and left to b"
EVT-0123,cross_source_story,2012-02-21,"The gas and oil industry of Kronos informed that it takes up its ""greater challenge in 20 years"" of due to the bottom grades of exploration.",The Continent; World Journal,457;739,World Journal,"The civils servant of energy of government declared that only 15 wells were drilled last year. It was in spite of the strong levels of the investment, reaching one year last record and supported this "
EVT-0128,cross_source_story,2012-04-10,MEETING TO PROGRAM IN SUPPORT OF INCREASING RESPONSIBILITY OF THE GOVERNMENT,Daily Pegasus; The Orb,239;773,Daily Pegasus,"Silvia Marek, leader of the protectors of the social organization of the action of Kronos is repealing the citizens of Kronos to assemble it by a day of the pacific protest morning. Marek requests tha"
EVT-0135,cross_source_story,2012-06-22,POK REMEMBERS MARTYRED LEADER,Daily Pegasus; The Orb,572;662,Daily Pegasus,"In the stirring leaders of Wednesday of the ceremony of the protectors of the group of the activist of Kronos the tribute paid to its fallen leader, Elian Karel, that was assassinated the 19 of June o"
EVT-0137,cross_source_story,2012-08-22,WHO ARE THE PROTESTERS,News Online Today; The Abila Post,184;54,The Abila Post,"With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters? But not only who are they, what and why are they pr"
EVT-0138,cross_source_story,2012-08-23,WHO ARE THE PROTESTERS,Central Bulletin; News Desk,213;709,Central Bulletin,"ABILA, Kronos - With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters? The Protectors of Kronos or POK wer"
EVT-0139,cross_source_story,2012-08-24,WHO ARE the PROTESTERS,Athena Speaks; The Explainer,300;74,Athena Speaks,"With the approaching third birthday of the death of of Elian Karel - former member of the Protectors of Kronos - the question is: who are the protesters? But not only which is they, which and why they"
EVT-0142,cross_source_story,2013-02-08,Abila Hospitals Seeing Influx of Designer Drug Users,News Online Today; The Continent,124;530,News Online Today,"The Emergency Department at Abila General Hospital in Kronos has been swamped in the last month by people suffering medical complications from designer drugs such as ""cotton candy"" and synthetic marij"
EVT-0143,cross_source_story,2013-02-09,Hospitals of Abila that see the affluence of the designer drug users,Everyday News; World Journal,81;93,Everyday News,"The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of "
EVT-0144,cross_source_story,2013-02-22,GAStech Profile,International Times; News Online Today; World Source,150;303;393,News Online Today,"It is the biggest company in Kronos, the third largest gas company on the planet, and it is fifty-three years old. This is the heart of Kronos's pipeline business, where gas from the eastern gas field"
EVT-0145,cross_source_story,2013-02-24,GAStech,Everyday News; The Continent; World Journal,147;580;648,Everyday News,"It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but n"
EVT-0149,cross_source_story,2013-06-22,THE WHO BRINGS A WEAPON TO SEATING INSIDE?,Daily Pegasus; The Orb,575;700,Daily Pegasus,"Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the"
EVT-0152,cross_source_story,2013-10-21,2014/03/26,Everyday News; World Journal,234;687,Everyday News,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d
EVT-0154,cross_source_story,2013-11-13,The protests of Kronos explode in violence,Everyday News; News Online Today; The Continent; World Journal,126;446;608;88,Everyday News,"Journalist Shawn Pastorini says that the ""deficiency of the respect"" is supplying of fuel the protests << to continue reading main history >> The demonstrators in Abilia, Kronos have fixed the fire to"
EVT-0157,cross_source_story,2013-12-16,HUGE IPO MAKES SANJORGE BILLIONAIRE,News Online Today; The World,559;86,News Online Today,"President and CEO of GAStech International Sten Sanjorge, Jr. The filings show that the GAStech - Kronos executives earned a collective $327.25 million from the newly vested shares including $96.25 mi"
EVT-A184,anchor_event,2013-12-16,GAStech IPO,Central Bulletin; Homeland Illumination; News Desk; News Online Today; The Abila Post; The Explainer; The General Post; The Light of Truth; The Tulip; The World; Who What News,1;86;223;326;348;360;375;525;559;618;673;679;711;713;764;834,The General Post,"President and CEO of GAStech international Sten Sanjorge Jr can add another description to his name: multimillionaire. And not only a multimillionaire, almost multimillionaire excessive of like parts "
EVT-A185,anchor_event,2013-12-16,IPO 后高管巨额收益披露,All News Today; Athena Speaks; Central Bulletin; Homeland Illumination; News Desk; News Online Today; The Abila Post; The General Post; The Light of Truth; The Tulip; The World; The Wrap; Who What News,1;86;138;152;170;223;360;375;500;525;559;618;681;682;713,Homeland Illumination,"In a glitzy press conference late last year President Luis Araullo announced a historic set of tax incentives intended to bring foreign investment to Kronos under the guise creating jobs, providing ch"
EVT-0159,cross_source_story,2013-12-17,GIANT IPO MAKE SANJORGE BILLIONAIRE,The Tulip; Who What News,360;375,The Tulip,"President and CEO of GAStech international Sten Sanjorge, Jr. can add another description to its name: billionaire. And not only a billionaire, almost a billionaire two times if international sold sha"
EVT-0160,cross_source_story,2013-12-18,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORGE,The General Post; The Light of Truth,1;223,The General Post,"President and CEO of GAStech international Sten Sanjorge Jr can add another description to his name: multimillionaire. And not only a multimillionaire, almost multimillionaire excessive of like parts "
EVT-0161,cross_source_story,2014-01-19,MEETING SET FOR TOMORROW MORNING,Athena Speaks; Central Bulletin; News Desk; The Abila Post; The Explainer,127;160;259;618;764,Central Bulletin,"With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr. in town reporters will be descending on the GAStech - Kronos headquarters in droves with plenty of q"
EVT-0163,cross_source_story,2014-01-19,GAStech and Kronos Celebrate Partnership,International News; Kronos Star; News Online Today; The Guide; The Truth; Worldwise,174;240;40;436;589;614,Kronos Star,"Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will attend a reception with government officials tomorrow following a business meeting at their headqu"
TL-127,timeline,2014-01-19,TO SATISFY THE SYSTEM FOR TOMORROW MORNING,The Explainer,127,The Explainer,"ABILA, Kronos - with a meeting to fix tomorrow to 8, the recent initial public offer, and the CEO Sten Sanjorge, Jr in reporters of the city will be descendant in the headquarters of GAStech - of Kron"
TL-160,timeline,2014-01-19,TO MEET the WHOLE FOR Tomorrow morning,Athena Speaks,160,Athena Speaks,"With a meeting to place tomorrow at 8 AM, the public call to the saving initial recent, and PRESIDENT Sten St George, Jr. in journalists of city will be downward on the registered offices of GAStech -"
TL-259,timeline,2014-01-19,MEETING WHO IS PLACED FOR THE MORNING,News Desk,259,News Desk,"ABILA, Kronos - with a meeting who at 8 AM, the recent initial public, and CEO Sten which Sanjorge are placed tomorrow offer, Jr. in town report donors on the hoofdkwartier GAStech will decrease - Kro"
TL-618,timeline,2014-01-19,MEETING SET FOR TOMORROW MORNING,Central Bulletin,618,Central Bulletin,"With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr. in town reporters will be descending on the GAStech - Kronos headquarters in droves with plenty of q"
TL-711,timeline,2014-01-19,MEETING SET FOR TOMORROW MORNING,News Online Today,711,News Online Today,"With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr."
TL-764,timeline,2014-01-19,MEETING SET FOR TOMORROW MORNING,The Abila Post,764,The Abila Post,"With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr. in town reporters will be descending on the GAStech - Kronos headquarters in droves with plenty of q"
EVT-0165,cross_source_story,2014-01-20,WRAP UP OF EVENTS AT GASTECH,Athena Speaks; Central Bulletin; International News; Kronos Star; News Online Today; The Abila Post; The Explainer; The General Post; The Guide; The Light of Truth; The Truth; The Tulip; The World; Who What News,107;145;29;291;326;431;461;469;49;494;516;607;673;679;7;712;715,The Abila Post,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
EVT-0167,cross_source_story,2014-01-20,"GASTECH EMPLOYEE INTERROGATED, RELEASED",Athena Speaks; Central Bulletin; News Desk; News Online Today; The Abila Post; The Explainer,125;197;440;466;50;512;525,Central Bulletin,For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the 
EVT-0169,cross_source_story,2014-01-20,TOP EVENTS WITH GASTECH,Athena Speaks; News Desk; The Explainer; Worldwise,140;397;402;594;818,Athena Speaks,"A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it"
EVT-0171,cross_source_story,2014-01-20,GASTECH LEADERSHIP CONFIRMED MISSING,Central Bulletin; News Online Today; The Abila Post,170;63;713,Central Bulletin,"Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti"
EVT-0173,cross_source_story,2014-01-20,VOICES - a blog approximately that what is important to people,Centrum Sentinel,490;749;828,Centrum Sentinel,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.
TL-107,timeline,2014-01-20,KIDNAPPING IN GASTECH KRONOS,The General Post,107,The General Post,"After a long day to be in conflict and the confused information of information continue being incomplete, only history is beginning to come clearly: a source of the government of Kronos has confirmed "
TL-118,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,118,Centrum Sentinel,2232 - There are relationships that the civil employees of the airport have confirmed the arrival of a classified jet from Tethys. Several passengers have left in an attending limousine. The reporter 
TL-125,timeline,2014-01-20,"GASTECH EMPLOYEE INTERROGATED, RELEASED",Central Bulletin,125,Central Bulletin,For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the 
TL-138,timeline,2014-01-20,DISAPPEARED CONFIRMED BY CONTROL FROM GASTECH,Athena Speaks,138,Athena Speaks,"Miriam Avila, an administrative assistant at international GAStech, confirmed that the members of the control of GAStech are in fact missing. One expected that arrives at the reception of government f"
TL-140,timeline,2014-01-20,TOP EVENTS WITH GASTECH,Athena Speaks,140,Athena Speaks,"A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it"
TL-144,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,144,Homeland Illumination,1251 - The police who just arrived went immediately into GAStech headquarters. At the same time the policemen that have been on site are now reconstructing the yellow tape perimeter. Still no word on 
TL-145,timeline,2014-01-20,POK kidnaps to employees of GAStech,The Guide,145,The Guide,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem
TL-169,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,169,The Abila Post,"2021 UPDATE - A Kronos Government official who asked not to be identified but was present at the government reception has gone on the record stating, ""Investigators are working around the clock to ens"
TL-170,timeline,2014-01-20,GASTECH LEADERSHIP CONFIRMED MISSING,Central Bulletin,170,Central Bulletin,"Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti"
TL-172,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,172,Homeland Illumination,2020 - Media outlets are reporting that a government spokesman who asked not to be named because he was not authorized to speak to the press stated that the GAStech employees had been kidnapped and th
TL-193,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,193,Tethys News,"1:00 PM update: The police has come and gone from the building of GAStech, but until this point no employee of GAStech she has left the construction. Still we do not have official word on because the "
TL-197,timeline,2014-01-20,"INTERROGATED, SENT EMPLOYEE OF GASTECH",The Explainer,197,The Explainer,"The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos. Vann, protector of security for GAStech, was furious, indicating, ""I do not have anyth"
TL-199,timeline,2014-01-20,VOICES - a blog on what is important to people,Centrum Sentinel,199,Centrum Sentinel,1251 - The police who has arrived has entered immediately in the centers of GAStech. At the same time the policemen are reconstructing the yellow perimeter of the tape. Still no word on the position o
TL-21,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,21,Modern Rubicon,1506 - the police has begun to leave the centers of GAStech. The officials have refused to answer to the questions of all the reporter that they leave the scene. Some vehicles of the police are remain
TL-212,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,212,The Abila Post,1345 UPDATE - Confirmed report of missing GAStech employees from GAStech administrative assistant in Tethys headquarters; GAStech - Kronos still not responding. The mystery of whom and how many are mi
TL-29,timeline,2014-01-20,POK Kidnaps GAStech Employees,International News,29,International News,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th
TL-291,timeline,2014-01-20,KIDNAPPING AT GASTECH KRONOS,News Online Today,291,News Online Today,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern"
TL-298,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,298,Kronos Star,"Update, 5:50 PM: According to a GAStech employee, the GAStech executives left the building after their meeting this morning and were headed to the reception at the capitol building. When asked about w"
TL-307,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,307,Modern Rubicon,1345 - the relationship confirmed of missing of employs of GAStech from the administrative assistant of GAStech in Tethys quarters; GAStech - Kronos still that they do not answer. The mystery which an
TL-313,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,313,Homeland Illumination,"1942 - BREAKING NEWS - Kronos police spokesman has released a statement. ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of"
TL-322,timeline,2014-01-20,ON THE SCENE BLOG,The Abila Post,322,The Abila Post,1721 UPDATE - GAStech employees have continued to trickle out over the past two hours. A few have agreed to communicate with members of the press indicating that they were instructed not to say anythi
TL-326,timeline,2014-01-20,WRAP UP OF EVENTS AT GASTECH,The Abila Post,326,The Abila Post,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos"
TL-329,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,329,Kronos Star,"Update, 8:15 PM: A government official, who declined to be identified, says that police and government investigators are working around the clock to ensure the GAStech employees are found and that the"
TL-348,timeline,2014-01-20,VOICES - a blog about what is important to the people,Homeland Illumination,348,Homeland Illumination,0926 - Welcome to our coverage of today's events. I'm standing outside the GAStech headquarters waiting for the GAStech executives who are expected to appear within the hour. GAStech CEO Sten Sanjorge
TL-359,timeline,2014-01-20,Breaking: Emergency at GAStech Headquarters Building [Updates],Kronos Star,359,Kronos Star,"Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i"
TL-384,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,384,Modern Rubicon,"2021 - a civil employee of government of Kronos that has asked not to be identified but was present to the government reception has gone on declaring record, ""the investigators are working around to t"
TL-397,timeline,2014-01-20,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,The Explainer,397,The Explainer,"A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t"
TL-400,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,400,Tethys News,"Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa"
TL-402,timeline,2014-01-20,REMOVAL AT HEADQUARTERS GASTECH,News Desk,402,News Desk,In what described only as an operation of terrorism multiple international employees are possible GAStech to be taken in custody a day slightly interruption of the headquarters of GAStech Kronos. The 
TL-412,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,412,Modern Rubicon,"1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech. Vann has been "
TL-417,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,417,Modern Rubicon,1721 - it employs of GAStech have continued to drip outside over the two slid hours. Some have agreed in order to communicate with the members of the pressed one that it indicates that they have been 
TL-425,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,425,Modern Rubicon,1245 - the police of Abila has cordoned outside of the centers of GAStech with the additional officials who arrive in order to assure the perimeter and to study that what can be only described like cr
TL-43,timeline,2014-01-20,ON SCENE BLOG,Modern Rubicon,43,Modern Rubicon,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte
TL-430,timeline,2014-01-20,To break off itself: The emergency to GAStech quarters construction [updates],Tethys News,430,Tethys News,"Update, 7:45 PM: The Carman has said that the police cannot currently represent the place of fourteen employs of GAStech and not still to be able to find the suppliers. Once asked if the police though"
TL-431,timeline,2014-01-20,POK Kidnaps GAStech Employees,News Online Today,431,News Online Today,"The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours"
